date,fund_name,amc,category,isin,company,sector,pct_nav,market_value
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE271C01023,DLF Ltd,Real Estate,0.6731,172.81
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE638H01020,Bharat Energy 052 Ltd,Energy,0.5648,145.01
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE313Y01089,Crest Materials 056 Ltd,Materials,0.5381,138.15
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE522W01010,Vertex Infra 057 Ltd,Industrials,0.5267,135.22
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE103F01033,Orion Consumer 063 Ltd,Consumer,0.471,120.92
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE391S01035,Harbor Digital 059 Ltd,Telecom,0.4588,117.79
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE684C01063,Vertex Infra 067 Ltd,Industrials,0.3542,90.94
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE281I01075,Apex Systems 071 Ltd,IT,0.3066,78.72
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE206F01019,Sundar Finance 075 Ltd,Financials,0.3065,78.69
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE786D01005,Prism Auto 068 Ltd,Auto,0.2942,75.53
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE644L01038,Prism Auto 078 Ltd,Auto,0.2255,57.89
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE348O01032,Vertex Infra 097 Ltd,Industrials,0.2205,56.61
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE095G01008,Orion Consumer 093 Ltd,Consumer,0.2189,56.2
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE903Y01009,Sundar Finance 085 Ltd,Financials,0.2031,52.14
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE148Q01036,Sundar Finance 095 Ltd,Financials,0.2023,51.94
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE891J01043,Apex Systems 091 Ltd,IT,0.1976,50.73
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE803U01018,Harbor Digital 079 Ltd,Telecom,0.1963,50.4
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE532W01017,Nova Industries 100 Ltd,Industrials,0.1957,50.24
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE688D01059,Crest Materials 086 Ltd,Materials,0.188,48.27
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE121Z01056,Apex Systems 081 Ltd,IT,0.1819,46.7
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE233N01055,Vertex Infra 087 Ltd,Industrials,0.1758,45.13
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE001O01070,Prism Auto 098 Ltd,Auto,0.1724,44.26
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE891M01038,Bharat Energy 082 Ltd,Energy,0.1697,43.57
2023-03-31,Satpura Large Cap Fund,Satpura,Large Cap,INE863J01002,Harbor Digital 089 Ltd,Telecom,0.157,40.31
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE747Y01049,Apex Systems 101 Ltd,IT,5.0390999999999995,260.37
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE665K01065,Nova Industries 110 Ltd,Industrials,4.175,215.72
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE582G01072,Bharat Energy 102 Ltd,Energy,3.971,205.18
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE618Q01072,Crest Materials 106 Ltd,Materials,3.7353,193.0
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE218B01063,Apex Systems 111 Ltd,IT,3.532,182.5
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE832T01059,Vertex Infra 117 Ltd,Industrials,3.3756,174.42
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE562X01099,Zenith Healthcare 114 Ltd,Healthcare,3.3539,173.3
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE248D01052,Zenith Healthcare 104 Ltd,Healthcare,3.1907,164.86
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE991O01083,Prism Auto 118 Ltd,Auto,3.0863,159.47
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE565T01096,Orion Consumer 103 Ltd,Consumer,3.0554,157.87
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE708Z01046,Orion Consumer 123 Ltd,Consumer,2.8975,149.71
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE730P01091,Apex Systems 121 Ltd,IT,2.8254,145.99
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE472Z01092,Orion Consumer 113 Ltd,Consumer,2.5283,130.64
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE512X01038,Zenith Healthcare 124 Ltd,Healthcare,2.5019,129.27
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE806N01006,Crest Materials 116 Ltd,Materials,2.4875,128.53
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE552E01023,Sundar Finance 135 Ltd,Financials,2.3562,121.74
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE618E01021,Vertex Infra 127 Ltd,Industrials,2.2032,113.84
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,CASH_EQV,Cash and Equivalents,Cash and Equivalents,2.1278,109.94
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE900V01003,Crest Materials 136 Ltd,Materials,2.1036,108.69
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE325F01077,Bharat Energy 142 Ltd,Energy,2.0587,106.37
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE230Y01052,Zenith Healthcare 134 Ltd,Healthcare,2.0236,104.56
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE186O01059,Crest Materials 146 Ltd,Materials,2.0005,103.37
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE831N01055,Vertex Infra 137 Ltd,Industrials,1.9536,100.94
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE414J01075,Prism Auto 148 Ltd,Auto,1.7114,88.43
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE846O01057,Zenith Healthcare 144 Ltd,Healthcare,1.6385,84.66
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE034P01022,Sundar Finance 145 Ltd,Financials,1.6344,84.45
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE255E01067,Apex Systems 161 Ltd,IT,1.4927,77.13
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE306Y01078,Harbor Digital 149 Ltd,Telecom,1.4855,76.76
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE323M01062,Prism Auto 158 Ltd,Auto,1.3766,71.13
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE440F01093,Apex Systems 151 Ltd,IT,1.3309,68.77
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE155X01060,Crest Materials 156 Ltd,Materials,1.2647,65.35
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE116U01099,Harbor Digital 169 Ltd,Telecom,1.223,63.19
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE551R01038,Zenith Healthcare 154 Ltd,Healthcare,1.1855,61.25
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE452K01042,Vertex Infra 177 Ltd,Industrials,1.1189,57.81
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE858X01067,Vertex Infra 167 Ltd,Industrials,1.0607,54.81
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE064R01010,Sundar Finance 175 Ltd,Financials,1.0277,53.1
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE473M01024,Apex Systems 181 Ltd,IT,0.9978,51.56
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE753L01066,Orion Consumer 183 Ltd,Consumer,0.9818,50.73
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE186M01030,Crest Materials 166 Ltd,Materials,0.9476,48.96
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE240F01077,Vertex Infra 197 Ltd,Industrials,0.9274,47.92
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE679H01010,Sundar Finance 205 Ltd,Financials,0.8306,42.92
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE626O01025,Prism Auto 188 Ltd,Auto,0.8015,41.41
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE588F01092,Bharat Energy 182 Ltd,Energy,0.7837,40.49
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE890I01049,Orion Consumer 203 Ltd,Consumer,0.6965,35.99
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE873P01087,Bharat Energy 192 Ltd,Energy,0.6549,33.84
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE579H01031,Harbor Digital 219 Ltd,Telecom,0.6186,31.96
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE027Y01016,Bharat Energy 202 Ltd,Energy,0.6182,31.94
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE705F01007,Harbor Digital 209 Ltd,Telecom,0.6126,31.65
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE161Z01086,Apex Systems 211 Ltd,IT,0.5889,30.43
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE384B01054,Nova Industries 220 Ltd,Industrials,0.5634,29.11
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE490J01035,Vertex Infra 217 Ltd,Industrials,0.5396,27.88
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE800K01056,Prism Auto 208 Ltd,Auto,0.5346,27.62
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE758L01053,Crest Materials 206 Ltd,Materials,0.5285,27.31
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE174B01080,Zenith Healthcare 214 Ltd,Healthcare,0.5138,26.55
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE474H01048,Crest Materials 226 Ltd,Materials,0.4603,23.78
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE103A01072,Bharat Energy 232 Ltd,Energy,0.4504,23.27
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE132J01001,Apex Systems 231 Ltd,IT,0.4318,22.31
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE572U01026,Orion Consumer 233 Ltd,Consumer,0.4225,21.83
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE133S01058,Apex Systems 241 Ltd,IT,0.3726,19.25
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE771T01084,Crest Materials 246 Ltd,Materials,0.349,18.03
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE301V01084,Sundar Finance 245 Ltd,Financials,0.326,16.84
2023-03-31,Satpura Mid Cap Fund,Satpura,Mid Cap,INE157P01003,Orion Consumer 243 Ltd,Consumer,0.3148,16.27
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE271C01023,DLF Ltd,Real Estate,3.8689,941.88
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE791T01082,Apex Systems 251 Ltd,IT,3.5808,871.75
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE553A01011,Orion Consumer 253 Ltd,Consumer,3.4935,850.49
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE362L01083,Bharat Energy 252 Ltd,Energy,3.428,834.55
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE081A01020,Tata Steel Ltd,Materials,3.1443999999999996,765.5
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE633B01046,Sundar Finance 255 Ltd,Financials,3.121,759.81
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE824L01066,Nova Industries 260 Ltd,Industrials,3.0426,740.72
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE410B01030,Orion Consumer 263 Ltd,Consumer,2.8421,691.91
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE627U01023,Zenith Healthcare 254 Ltd,Healthcare,2.8286,688.62
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE974B01064,Harbor Digital 259 Ltd,Telecom,2.6707,650.18
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,CASH_EQV,Cash and Equivalents,Cash and Equivalents,2.6704,650.11
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE797N01039,Prism Auto 268 Ltd,Auto,2.4731,602.08
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE115N01091,Zenith Healthcare 264 Ltd,Healthcare,2.435,592.8
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE524B01069,Harbor Digital 279 Ltd,Telecom,2.35,572.11
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE536V01003,Apex Systems 271 Ltd,IT,2.3096,562.27
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE276A01084,Bharat Energy 272 Ltd,Energy,2.3036,560.81
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE843W01036,Nova Industries 280 Ltd,Industrials,2.2402,545.38
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE887R01013,Crest Materials 266 Ltd,Materials,2.192,533.64
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE127V01010,Prism Auto 288 Ltd,Auto,1.8946,461.24
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE966V01020,Vertex Infra 287 Ltd,Industrials,1.8567,452.01
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE521R01097,Nova Industries 270 Ltd,Industrials,1.8306,445.66
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE336P01071,Vertex Infra 277 Ltd,Industrials,1.824,444.05
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE216O01014,Bharat Energy 292 Ltd,Energy,1.7875,435.17
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE949F01035,Orion Consumer 293 Ltd,Consumer,1.7286,420.83
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE743I01088,Sundar Finance 285 Ltd,Financials,1.6331,397.58
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE286O01017,Sundar Finance 295 Ltd,Financials,1.6204,394.49
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE704J01068,Bharat Energy 282 Ltd,Energy,1.5025,365.78
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE139Q01076,Crest Materials 296 Ltd,Materials,1.4625,356.05
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE877B01067,Crest Materials 286 Ltd,Materials,1.4167,344.9
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE391S01042,Nova Industries 290 Ltd,Industrials,1.3927,339.05
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE058D01014,Harbor Digital 289 Ltd,Telecom,1.3592,330.9
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE888Y01067,Vertex Infra 297 Ltd,Industrials,1.2568,305.97
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE546D01041,Zenith Healthcare 294 Ltd,Healthcare,1.2381,301.42
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE550B01097,Harbor Digital 299 Ltd,Telecom,1.1144,271.3
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE615Z01015,Bharat Energy 312 Ltd,Energy,1.1135,271.08
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE340Z01069,Crest Materials 306 Ltd,Materials,1.1053,269.09
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE798X01065,Zenith Healthcare 314 Ltd,Healthcare,1.0832,263.71
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE811X01025,Orion Consumer 303 Ltd,Consumer,1.0776,262.34
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE571W01049,Sundar Finance 315 Ltd,Financials,1.0599,258.03
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE558A01001,Apex Systems 301 Ltd,IT,1.056,257.08
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE328V01080,Prism Auto 308 Ltd,Auto,1.0269,250.0
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE926G01080,Zenith Healthcare 304 Ltd,Healthcare,1.0115,246.25
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE757B01055,Prism Auto 318 Ltd,Auto,0.9699,236.12
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE554X01065,Nova Industries 310 Ltd,Industrials,0.9678,235.61
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE661E01014,Apex Systems 311 Ltd,IT,0.9428,229.52
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE835G01084,Nova Industries 320 Ltd,Industrials,0.9232,224.75
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE664C01028,Crest Materials 316 Ltd,Materials,0.8726,212.43
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE925H01088,Nova Industries 330 Ltd,Industrials,0.8204,199.73
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE584G01065,Vertex Infra 317 Ltd,Industrials,0.8076,196.61
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE918E01017,Prism Auto 328 Ltd,Auto,0.7931,193.08
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE899E01060,Sundar Finance 335 Ltd,Financials,0.7164,174.41
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE679Z01048,Bharat Energy 322 Ltd,Energy,0.6443,156.85
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE504G01069,Orion Consumer 333 Ltd,Consumer,0.6302,153.42
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE478M01004,Zenith Healthcare 334 Ltd,Healthcare,0.6021,146.58
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE289F01016,Apex Systems 331 Ltd,IT,0.5776,140.62
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE399X01004,Apex Systems 341 Ltd,IT,0.5727,139.42
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE310Z01076,Sundar Finance 325 Ltd,Financials,0.5668,137.99
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE836I01040,Vertex Infra 337 Ltd,Industrials,0.5481,133.43
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE056I01010,Crest Materials 336 Ltd,Materials,0.5099,124.14
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE624X01000,Harbor Digital 339 Ltd,Telecom,0.4868,118.51
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE467J01098,Prism Auto 338 Ltd,Auto,0.4822,117.39
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE410F01056,Zenith Healthcare 344 Ltd,Healthcare,0.4818,117.29
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE457L01035,Sundar Finance 345 Ltd,Financials,0.4288,104.39
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE826U01062,Crest Materials 346 Ltd,Materials,0.4129,100.52
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE199N01084,Bharat Energy 342 Ltd,Energy,0.4028,98.06
2023-03-31,Satpura Small Cap Fund,Satpura,Small Cap,INE687T01057,Orion Consumer 343 Ltd,Consumer,0.3924,95.53
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE040A01034,HDFC Bank Limited,Financials,7.3225999999999996,421.49
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE009A01021,Infosys Limited,IT,7.1578,412.0
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE030A01027,Hindustan Unilever Ltd,Consumer,6.465,372.13
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE154A01025,ITC Ltd,Consumer,6.1942,356.54
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE090A01021,ICICI Bank Ltd,Financials,5.8127,334.58
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE585B01010,Maruti Suzuki India Ltd,Auto,5.3024,305.21
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE018A01030,Larsen & Toubro Ltd,Industrials,5.0139,288.6
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE044A01036,Sun Pharmaceutical Industries Ltd,Healthcare,4.7765,274.94
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE481G01011,UltraTech Cement Ltd,Materials,4.0095,230.79
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE213A01029,Oil and Natural Gas Corporation Ltd,Energy,3.8198,219.87
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE752E01010,Power Grid Corporation of India Ltd,Utilities,3.3266,191.48
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE066A01021,Eicher Motors Ltd,Auto,2.9936,172.31
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE361B01024,Divi Laboratories Ltd,Healthcare,2.9714,171.03
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE095A01012,IndusInd Bank Ltd,Financials,2.5041,144.14
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE216A01030,Britannia Industries Ltd,Consumer,2.4169,139.12
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE239A01016,Nestle India Ltd,Consumer,2.1484,123.66
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE437A01024,Apollo Hospitals Enterprise Ltd,Healthcare,2.0296,116.82
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE154A01033,Adani Enterprises Ltd,Industrials,1.9964,114.91
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE733E01010,NTPC Ltd,Utilities,1.954,112.47
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE787D01026,Bajaj Finance Ltd,Financials,1.8231,104.94
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE638H01020,Bharat Energy 052 Ltd,Energy,1.6965,97.65
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE271C01023,DLF Ltd,Real Estate,1.5366,88.45
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE915X01097,Orion Consumer 053 Ltd,Consumer,1.5354,88.38
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE157S01003,Sundar Finance 055 Ltd,Financials,1.2849,73.96
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE085J01041,Zenith Healthcare 054 Ltd,Healthcare,1.2468,71.77
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE391S01035,Harbor Digital 059 Ltd,Telecom,1.1065,63.69
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,CASH_EQV,Cash and Equivalents,Cash and Equivalents,1.0337,59.5
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE786D01005,Prism Auto 068 Ltd,Auto,0.9585,55.17
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE404D01044,Apex Systems 061 Ltd,IT,0.9375,53.96
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE206F01019,Sundar Finance 075 Ltd,Financials,0.782,45.01
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE065W01010,Orion Consumer 083 Ltd,Consumer,0.7654,44.06
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE325E01013,Zenith Healthcare 084 Ltd,Healthcare,0.7047,40.56
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE484Q01012,Crest Materials 066 Ltd,Materials,0.6851,39.43
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE301I01004,Crest Materials 076 Ltd,Materials,0.6095,35.08
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE835T01093,Bharat Energy 092 Ltd,Energy,0.5243,30.18
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE233N01055,Vertex Infra 087 Ltd,Industrials,0.4894,28.17
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE095G01008,Orion Consumer 093 Ltd,Consumer,0.4394,25.29
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE248D01052,Zenith Healthcare 104 Ltd,Healthcare,0.3541,20.38
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE218B01063,Apex Systems 111 Ltd,IT,0.337,19.4
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE934F01051,Prism Auto 108 Ltd,Auto,0.3342,19.24
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE991O01083,Prism Auto 118 Ltd,Auto,0.3036,17.48
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE596R01004,Sundar Finance 115 Ltd,Financials,0.3005,17.3
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE832T01059,Vertex Infra 117 Ltd,Industrials,0.2769,15.94
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE666R01091,Harbor Digital 129 Ltd,Telecom,0.2227,12.82
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE708Z01046,Orion Consumer 123 Ltd,Consumer,0.2127,12.24
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE045D01010,Apex Systems 131 Ltd,IT,0.2123,12.22
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE813D01069,Sundar Finance 125 Ltd,Financials,0.2054,11.82
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE849Z01038,Nova Industries 150 Ltd,Industrials,0.1883,10.84
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE912H01076,Crest Materials 126 Ltd,Materials,0.1867,10.75
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE396L01032,Prism Auto 138 Ltd,Auto,0.1831,10.54
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE846O01057,Zenith Healthcare 144 Ltd,Healthcare,0.166,9.55
2023-03-31,Vindhya ELSS Fund,Vindhya,ELSS,INE186O01059,Crest Materials 146 Ltd,Materials,0.1418,8.16
2023-03-31,Vindhya Flexi Cap Fund,Vindhya,Flexi Cap,INE467B01029,Tata Consultancy Services Limited,IT,4.3201,933.66
2023-03-31,Vindhya Flexi Cap Fund,Vindhya,Flexi Cap,INE002A01018,Reliance Inds Ltd,Energy,4.2877,926.66
2023-03-31,Vindhya Flexi Cap Fund,Vindhya,Flexi Cap,INE040A01034,HDFC Bank Limited,Financials,4.1365,893.98
2023-03-31,Vindhya Flexi Cap Fund,Vindhya,Flexi Cap,INE030A01027,Hindustan Unilever Ltd,Consumer,3.923,847.84
2023-03-31,Vindhya Flexi Cap Fund,Vindhya,Flexi Cap,INE009A01021,Infosys Limited,IT,3.3379,721.39
